,date,pm25,pm10,o3,no2,so2,station,year,month,season,year_month
4192,2022-09-17,33.0,8.0,27.0,10.0,11.0,Otoka,2022,9,Fall,2022-09
4193,2022-09-18,27.0,15.0,13.0,20.0,5.0,Otoka,2022,9,Fall,2022-09
4194,2022-09-19,42.0,16.0,18.0,14.0,3.0,Otoka,2022,9,Fall,2022-09
4195,2022-09-20,52.0,20.0,16.0,14.0,4.0,Otoka,2022,9,Fall,2022-09
4196,2022-09-21,50.0,16.0,18.5,16.5,4.0,Otoka,2022,9,Fall,2022-09
4197,2022-09-22,63.0,17.0,18.5,16.5,6.0,Otoka,2022,9,Fall,2022-09
4198,2022-09-23,62.0,14.0,18.5,16.5,4.0,Otoka,2022,9,Fall,2022-09
4199,2022-09-24,62.0,11.0,18.5,16.5,4.0,Otoka,2022,9,Fall,2022-09
4200,2022-09-25,50.0,20.0,5.0,45.0,4.0,Otoka,2022,9,Fall,2022-09
4201,2022-09-26,82.0,10.0,27.0,22.0,4.0,Otoka,2022,9,Fall,2022-09
4202,2022-09-27,50.0,10.0,29.0,16.0,4.0,Otoka,2022,9,Fall,2022-09
4203,2022-09-28,37.0,7.0,26.0,17.0,4.0,Otoka,2022,9,Fall,2022-09
4204,2022-09-29,30.0,8.0,27.0,22.0,4.0,Otoka,2022,9,Fall,2022-09
4205,2022-09-30,36.0,9.0,36.0,14.0,4.0,Otoka,2022,9,Fall,2022-09
4206,2022-04-01,25.0,7.0,36.0,7.0,2.0,Otoka,2022,4,Spring,2022-04
4207,2022-04-02,22.0,13.0,27.0,6.0,8.0,Otoka,2022,4,Spring,2022-04
4208,2022-04-03,54.0,27.0,27.0,14.0,7.0,Otoka,2022,4,Spring,2022-04
4209,2022-04-04,77.0,40.0,36.0,17.0,5.0,Otoka,2022,4,Spring,2022-04
4210,2022-04-05,59.0,32.0,40.0,3.0,7.0,Otoka,2022,4,Spring,2022-04
4211,2022-04-06,60.0,27.0,30.5,14.5,6.0,Otoka,2022,4,Spring,2022-04
4212,2022-04-07,50.0,27.0,30.5,14.5,6.0,Otoka,2022,4,Spring,2022-04
4213,2022-04-08,49.0,27.0,30.5,14.5,6.0,Otoka,2022,4,Spring,2022-04
4214,2022-04-09,35.0,27.0,30.5,14.5,6.0,Otoka,2022,4,Spring,2022-04
4215,2022-04-10,58.0,54.0,4.0,27.0,12.0,Otoka,2022,4,Spring,2022-04
4216,2022-04-11,83.0,32.0,34.0,23.0,6.0,Otoka,2022,4,Spring,2022-04
4217,2022-04-12,71.0,32.0,37.0,21.0,7.0,Otoka,2022,4,Spring,2022-04
4218,2022-04-13,67.0,31.0,37.0,20.0,5.0,Otoka,2022,4,Spring,2022-04
4219,2022-04-14,61.0,38.0,34.0,18.0,6.0,Otoka,2022,4,Spring,2022-04
4220,2022-04-15,70.0,30.0,20.0,18.0,5.0,Otoka,2022,4,Spring,2022-04
4221,2022-04-16,56.0,17.0,30.0,8.0,7.0,Otoka,2022,4,Spring,2022-04
4222,2022-04-17,42.0,20.0,27.0,11.0,6.0,Otoka,2022,4,Spring,2022-04
4223,2022-04-18,36.0,27.0,35.0,18.0,5.0,Otoka,2022,4,Spring,2022-04
4224,2022-04-19,64.0,13.0,28.0,16.0,4.0,Otoka,2022,4,Spring,2022-04
4225,2022-04-20,49.0,40.0,19.0,22.0,6.0,Otoka,2022,4,Spring,2022-04
4226,2022-04-21,93.0,21.0,29.0,16.0,4.0,Otoka,2022,4,Spring,2022-04
4227,2022-04-22,46.0,18.0,28.0,18.0,4.0,Otoka,2022,4,Spring,2022-04
4228,2022-04-23,41.0,28.0,40.0,11.0,3.0,Otoka,2022,4,Spring,2022-04
4229,2022-04-24,42.0,14.0,36.0,11.0,3.0,Otoka,2022,4,Spring,2022-04
4230,2022-04-25,22.0,16.0,29.0,16.0,3.0,Otoka,2022,4,Spring,2022-04
4231,2022-04-26,40.0,19.0,31.0,14.0,4.0,Otoka,2022,4,Spring,2022-04
4232,2022-04-27,44.0,14.0,21.0,12.0,9.0,Otoka,2022,4,Spring,2022-04
4233,2022-04-28,47.0,23.0,22.0,16.0,4.0,Otoka,2022,4,Spring,2022-04
4234,2022-04-29,61.0,18.0,32.0,15.0,3.0,Otoka,2022,4,Spring,2022-04
4235,2022-04-30,54.0,23.0,37.0,11.0,4.0,Otoka,2022,4,Spring,2022-04
4236,2022-05-01,58.0,19.0,19.0,12.0,11.0,Otoka,2022,5,Spring,2022-05
4237,2022-05-02,60.0,21.0,25.0,11.0,6.0,Otoka,2022,5,Spring,2022-05
4238,2022-05-03,64.0,23.0,37.0,12.0,5.0,Otoka,2022,5,Spring,2022-05
4239,2022-05-04,62.0,24.0,31.0,16.0,4.0,Otoka,2022,5,Spring,2022-05
4240,2022-05-05,59.0,28.0,23.0,17.0,4.0,Otoka,2022,5,Spring,2022-05
4241,2022-05-06,62.0,20.0,17.0,11.0,4.0,Otoka,2022,5,Spring,2022-05
4242,2022-05-07,60.0,24.0,24.0,9.0,4.0,Otoka,2022,5,Spring,2022-05
4243,2022-05-08,56.0,25.0,27.0,8.0,6.0,Otoka,2022,5,Spring,2022-05
4244,2022-05-09,64.0,32.0,23.0,17.0,6.0,Otoka,2022,5,Spring,2022-05
4245,2022-05-10,65.0,28.0,33.0,17.0,7.0,Otoka,2022,5,Spring,2022-05
4246,2022-05-11,57.0,28.0,32.0,17.0,5.0,Otoka,2022,5,Spring,2022-05
4247,2022-05-12,54.0,26.0,33.0,16.0,6.0,Otoka,2022,5,Spring,2022-05
4248,2022-05-13,62.0,21.0,29.0,10.0,7.0,Otoka,2022,5,Spring,2022-05
4249,2022-05-14,60.0,20.0,37.0,11.0,6.0,Otoka,2022,5,Spring,2022-05
4250,2022-05-15,54.0,23.0,33.0,13.0,5.0,Otoka,2022,5,Spring,2022-05
4251,2022-05-16,50.0,23.0,31.0,11.0,5.0,Otoka,2022,5,Spring,2022-05
4252,2022-05-17,50.0,21.0,24.0,14.0,7.0,Otoka,2022,5,Spring,2022-05
4253,2022-05-18,51.0,19.0,26.0,14.0,7.0,Otoka,2022,5,Spring,2022-05
4254,2022-05-19,34.0,23.0,29.0,19.0,5.0,Otoka,2022,5,Spring,2022-05
4255,2022-05-20,46.0,26.0,39.0,15.0,7.0,Otoka,2022,5,Spring,2022-05
4256,2022-05-21,56.0,22.0,31.0,11.0,5.0,Otoka,2022,5,Spring,2022-05
4257,2022-05-22,53.0,25.0,21.0,12.0,5.0,Otoka,2022,5,Spring,2022-05
4258,2022-05-23,60.0,28.0,36.0,9.0,4.0,Otoka,2022,5,Spring,2022-05
4259,2022-05-24,55.0,32.0,35.0,12.0,5.0,Otoka,2022,5,Spring,2022-05
4260,2022-05-25,59.0,29.0,32.0,11.0,14.0,Otoka,2022,5,Spring,2022-05
4261,2022-05-26,60.0,37.0,25.0,13.0,6.0,Otoka,2022,5,Spring,2022-05
4262,2022-05-27,75.0,27.0,16.0,8.0,7.0,Otoka,2022,5,Spring,2022-05
4263,2022-05-28,53.0,13.0,18.0,5.0,6.0,Otoka,2022,5,Spring,2022-05
4264,2022-05-29,39.0,25.0,19.0,11.0,5.0,Otoka,2022,5,Spring,2022-05
4265,2022-05-30,54.0,22.0,23.0,13.0,6.0,Otoka,2022,5,Spring,2022-05
4266,2022-05-31,47.0,28.0,25.0,11.0,7.0,Otoka,2022,5,Spring,2022-05
4267,2022-06-01,59.0,33.0,30.0,12.0,10.0,Otoka,2022,6,Summer,2022-06
4268,2022-06-02,63.0,33.0,29.0,14.0,7.0,Otoka,2022,6,Summer,2022-06
4269,2022-06-03,70.0,36.0,29.0,13.0,10.0,Otoka,2022,6,Summer,2022-06
4270,2022-06-04,72.0,32.0,28.0,7.0,8.0,Otoka,2022,6,Summer,2022-06
4271,2022-06-05,65.0,34.0,12.0,8.0,5.0,Otoka,2022,6,Summer,2022-06
4272,2022-06-06,59.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4273,2022-06-07,64.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4274,2022-06-08,53.0,24.0,7.0,7.0,5.0,Otoka,2022,6,Summer,2022-06
4275,2022-06-09,29.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4276,2022-06-10,48.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4277,2022-06-11,50.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4278,2022-06-12,60.0,24.0,7.0,7.0,5.0,Otoka,2022,6,Summer,2022-06
4279,2022-06-13,62.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4280,2022-06-14,47.0,33.0,5.0,11.0,6.0,Otoka,2022,6,Summer,2022-06
4281,2022-06-15,55.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4282,2022-06-16,52.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4283,2022-06-17,58.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4284,2022-06-18,45.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4285,2022-06-19,44.0,26.0,34.0,10.0,5.0,Otoka,2022,6,Summer,2022-06
4286,2022-06-20,45.0,35.0,45.0,10.0,7.0,Otoka,2022,6,Summer,2022-06
4287,2022-06-21,60.0,32.0,19.0,8.0,4.0,Otoka,2022,6,Summer,2022-06
4288,2022-06-22,76.0,59.0,38.0,7.0,4.0,Otoka,2022,6,Summer,2022-06
4289,2022-06-23,64.0,47.0,35.0,8.0,2.0,Otoka,2022,6,Summer,2022-06
4290,2022-06-24,64.0,41.0,34.0,9.0,2.0,Otoka,2022,6,Summer,2022-06
4291,2022-06-25,66.0,15.0,41.0,6.0,2.0,Otoka,2022,6,Summer,2022-06
4292,2022-06-26,42.0,26.0,41.0,13.0,5.0,Otoka,2022,6,Summer,2022-06
4293,2022-06-27,57.0,38.0,48.0,11.0,11.0,Otoka,2022,6,Summer,2022-06
4294,2022-06-28,77.0,32.0,41.0,11.0,2.0,Otoka,2022,6,Summer,2022-06
4295,2022-06-29,63.0,38.0,43.0,11.0,2.0,Otoka,2022,6,Summer,2022-06
4296,2022-06-30,66.0,36.0,38.0,11.0,2.0,Otoka,2022,6,Summer,2022-06
4297,2022-01-03,181.0,70.0,27.0,19.0,11.0,Otoka,2022,1,Winter,2022-01
4298,2022-01-04,123.0,5.0,30.0,2.0,5.0,Otoka,2022,1,Winter,2022-01
4299,2022-01-05,26.0,19.0,25.0,16.0,10.0,Otoka,2022,1,Winter,2022-01
4300,2022-01-06,76.0,46.0,5.0,19.0,16.0,Otoka,2022,1,Winter,2022-01
4301,2022-01-07,139.0,51.0,8.0,18.0,28.0,Otoka,2022,1,Winter,2022-01
4302,2022-01-08,159.0,49.0,6.0,15.0,53.0,Otoka,2022,1,Winter,2022-01
4303,2022-01-09,145.0,32.0,18.0,13.0,30.0,Otoka,2022,1,Winter,2022-01
4304,2022-01-10,106.0,30.0,14.0,13.0,15.0,Otoka,2022,1,Winter,2022-01
4305,2022-01-11,92.0,23.0,16.0,14.0,11.0,Otoka,2022,1,Winter,2022-01
4306,2022-01-12,78.0,54.0,15.0,25.0,24.0,Otoka,2022,1,Winter,2022-01
4307,2022-01-13,118.0,103.0,8.0,41.0,42.0,Otoka,2022,1,Winter,2022-01
4308,2022-01-14,215.0,156.0,4.0,47.0,44.0,Otoka,2022,1,Winter,2022-01
4309,2022-01-15,290.0,133.0,7.0,36.0,31.0,Otoka,2022,1,Winter,2022-01
4310,2022-01-16,241.0,146.0,6.0,40.0,39.0,Otoka,2022,1,Winter,2022-01
4311,2022-01-17,302.0,45.0,20.0,25.0,19.0,Otoka,2022,1,Winter,2022-01
4312,2022-01-18,113.0,85.0,12.0,32.0,25.0,Otoka,2022,1,Winter,2022-01
4313,2022-01-19,147.0,125.0,1.0,48.0,30.0,Otoka,2022,1,Winter,2022-01
4314,2022-01-20,165.0,26.0,15.0,20.0,12.0,Otoka,2022,1,Winter,2022-01
4315,2022-01-21,73.0,62.0,5.0,30.0,25.0,Otoka,2022,1,Winter,2022-01
4316,2022-01-22,146.0,27.0,21.0,16.0,13.0,Otoka,2022,1,Winter,2022-01
4317,2022-01-23,91.0,28.0,18.0,19.0,16.0,Otoka,2022,1,Winter,2022-01
4318,2022-01-24,76.0,75.0,13.0,32.0,34.0,Otoka,2022,1,Winter,2022-01
4319,2022-01-25,140.0,122.0,1.0,46.0,57.0,Otoka,2022,1,Winter,2022-01
4320,2022-01-26,254.0,135.0,10.0,45.0,38.0,Otoka,2022,1,Winter,2022-01
4321,2022-01-27,233.0,163.0,12.5,42.0,39.0,Otoka,2022,1,Winter,2022-01
4322,2022-01-28,255.0,40.0,19.0,23.0,25.0,Otoka,2022,1,Winter,2022-01
4323,2022-01-29,110.0,96.0,16.0,35.0,31.0,Otoka,2022,1,Winter,2022-01
4324,2022-01-30,171.0,116.0,13.0,48.0,29.0,Otoka,2022,1,Winter,2022-01
4325,2022-01-31,192.0,23.0,15.0,15.0,12.0,Otoka,2022,1,Winter,2022-01
4326,2022-02-01,76.0,59.0,12.0,33.0,41.0,Otoka,2022,2,Winter,2022-02
4327,2022-02-02,129.0,44.0,24.0,19.0,12.0,Otoka,2022,2,Winter,2022-02
4328,2022-02-03,59.0,83.0,10.0,46.0,23.0,Otoka,2022,2,Winter,2022-02
4329,2022-02-04,121.0,125.0,1.0,49.0,29.0,Otoka,2022,2,Winter,2022-02
4330,2022-02-05,204.0,67.0,26.0,27.0,17.0,Otoka,2022,2,Winter,2022-02
4331,2022-02-06,131.0,28.0,24.0,31.0,12.0,Otoka,2022,2,Winter,2022-02
4332,2022-02-07,60.0,28.0,27.0,19.0,14.0,Otoka,2022,2,Winter,2022-02
4333,2022-02-08,66.0,76.0,13.0,34.0,31.0,Otoka,2022,2,Winter,2022-02
4334,2022-02-09,153.0,99.0,7.0,44.0,22.0,Otoka,2022,2,Winter,2022-02
4335,2022-02-10,173.0,84.0,12.0,39.0,18.0,Otoka,2022,2,Winter,2022-02
4336,2022-02-11,134.0,19.0,18.0,17.0,11.0,Otoka,2022,2,Winter,2022-02
4337,2022-02-12,52.0,54.0,20.0,23.0,16.0,Otoka,2022,2,Winter,2022-02
4338,2022-02-13,106.0,86.0,3.0,27.0,17.0,Otoka,2022,2,Winter,2022-02
4339,2022-02-14,123.0,54.0,12.5,19.0,15.0,Otoka,2022,2,Winter,2022-02
4340,2022-02-15,88.0,54.0,12.5,19.0,15.0,Otoka,2022,2,Winter,2022-02
4341,2022-02-16,80.0,62.0,1.0,22.0,17.0,Otoka,2022,2,Winter,2022-02
4342,2022-02-17,104.0,43.0,27.0,13.0,12.0,Otoka,2022,2,Winter,2022-02
4343,2022-02-18,72.0,65.0,25.0,16.0,12.0,Otoka,2022,2,Winter,2022-02
4344,2022-02-19,103.0,43.0,10.0,11.0,20.0,Otoka,2022,2,Winter,2022-02
4345,2022-02-20,95.0,55.0,11.0,14.0,12.0,Otoka,2022,2,Winter,2022-02
4346,2022-02-21,110.0,14.0,24.0,5.0,14.0,Otoka,2022,2,Winter,2022-02
4347,2022-02-22,51.0,54.0,12.5,19.0,15.0,Otoka,2022,2,Winter,2022-02
4348,2022-02-23,73.0,54.0,12.5,19.0,15.0,Otoka,2022,2,Winter,2022-02
4349,2022-02-24,99.0,41.0,29.0,11.0,13.0,Otoka,2022,2,Winter,2022-02
4350,2022-02-25,94.0,18.0,20.0,3.0,10.0,Otoka,2022,2,Winter,2022-02
4351,2022-02-26,66.0,14.0,18.0,3.0,12.0,Otoka,2022,2,Winter,2022-02
4352,2022-02-27,69.0,20.0,20.0,4.0,9.0,Otoka,2022,2,Winter,2022-02
4353,2022-02-28,65.0,21.0,23.0,2.0,12.0,Otoka,2022,2,Winter,2022-02
4354,2022-03-01,71.0,41.0,24.0,6.0,27.0,Otoka,2022,3,Spring,2022-03
4355,2022-03-02,99.0,42.0,27.0,9.0,14.0,Otoka,2022,3,Spring,2022-03
4356,2022-03-03,97.0,52.0,25.0,8.0,16.0,Otoka,2022,3,Spring,2022-03
4357,2022-03-04,106.0,34.0,27.0,4.0,11.0,Otoka,2022,3,Spring,2022-03
4358,2022-03-05,92.0,23.0,24.0,4.0,18.0,Otoka,2022,3,Spring,2022-03
4359,2022-03-06,98.0,28.0,15.0,14.0,24.0,Otoka,2022,3,Spring,2022-03
4360,2022-03-07,104.0,32.0,22.0,16.0,14.0,Otoka,2022,3,Spring,2022-03
4361,2022-03-08,84.0,41.0,21.0,20.0,19.0,Otoka,2022,3,Spring,2022-03
4362,2022-03-09,97.0,38.0,21.0,23.0,16.0,Otoka,2022,3,Spring,2022-03
4363,2022-03-10,96.0,24.0,27.0,17.0,12.0,Otoka,2022,3,Spring,2022-03
4364,2022-03-11,74.0,29.0,32.0,17.0,12.0,Otoka,2022,3,Spring,2022-03
4365,2022-03-12,82.0,39.0,38.0,22.0,14.0,Otoka,2022,3,Spring,2022-03
4366,2022-03-13,87.0,56.0,37.0,25.0,15.0,Otoka,2022,3,Spring,2022-03
4367,2022-03-14,107.0,58.0,31.0,23.0,14.0,Otoka,2022,3,Spring,2022-03
4368,2022-03-15,117.0,47.0,28.0,23.0,15.0,Otoka,2022,3,Spring,2022-03
4369,2022-03-16,97.0,31.0,24.0,18.0,11.0,Otoka,2022,3,Spring,2022-03
4370,2022-03-17,86.0,26.0,28.0,15.0,4.0,Otoka,2022,3,Spring,2022-03
4371,2022-03-18,65.0,23.0,34.0,17.0,2.0,Otoka,2022,3,Spring,2022-03
4372,2022-03-19,61.0,13.0,36.0,10.0,1.0,Otoka,2022,3,Spring,2022-03
4373,2022-03-20,50.0,35.0,33.0,22.0,7.0,Otoka,2022,3,Spring,2022-03
4374,2022-03-21,85.0,55.0,34.0,29.0,13.0,Otoka,2022,3,Spring,2022-03
4375,2022-03-22,121.0,55.0,32.0,29.0,13.0,Otoka,2022,3,Spring,2022-03
4376,2022-03-23,122.0,57.0,38.0,23.0,16.0,Otoka,2022,3,Spring,2022-03
4377,2022-03-24,114.0,55.0,34.0,26.0,17.0,Otoka,2022,3,Spring,2022-03
4378,2022-03-25,99.0,55.0,41.0,26.0,15.0,Otoka,2022,3,Spring,2022-03
4379,2022-03-26,99.0,51.0,50.0,23.0,11.0,Otoka,2022,3,Spring,2022-03
4380,2022-03-27,102.0,61.0,40.0,28.0,9.0,Otoka,2022,3,Spring,2022-03
4381,2022-03-28,119.0,51.0,42.0,18.0,5.0,Otoka,2022,3,Spring,2022-03
4382,2022-03-29,121.0,45.0,38.0,14.0,4.0,Otoka,2022,3,Spring,2022-03
4383,2022-03-30,80.0,7.0,35.0,6.0,3.0,Otoka,2022,3,Spring,2022-03
4384,2022-03-31,25.0,7.0,34.0,6.0,3.0,Otoka,2022,3,Spring,2022-03
4385,2021-10-01,36.0,30.0,25.0,5.0,7.0,Otoka,2021,10,Fall,2021-10
4386,2021-10-02,58.0,29.0,12.0,1.0,7.0,Otoka,2021,10,Fall,2021-10
4387,2021-10-03,63.0,31.0,16.0,15.0,7.0,Otoka,2021,10,Fall,2021-10
4388,2021-10-30,186.0,131.0,1.0,18.0,7.0,Otoka,2021,10,Fall,2021-10
4389,2021-10-31,170.0,37.0,25.0,17.0,9.0,Otoka,2021,10,Fall,2021-10
4390,2021-11-01,117.0,23.0,20.0,18.0,6.0,Otoka,2021,11,Fall,2021-11
4391,2021-11-02,59.0,22.0,30.0,12.0,5.0,Otoka,2021,11,Fall,2021-11
4392,2021-11-03,36.0,22.0,28.0,13.0,2.0,Otoka,2021,11,Fall,2021-11
4393,2021-11-04,33.0,12.0,15.0,13.0,1.0,Otoka,2021,11,Fall,2021-11
4394,2021-11-05,39.0,24.0,11.0,15.0,25.0,Otoka,2021,11,Fall,2021-11
4395,2021-11-07,154.0,36.0,3.0,15.0,12.0,Otoka,2021,11,Fall,2021-11
4396,2021-11-08,118.0,28.0,8.0,11.0,8.0,Otoka,2021,11,Fall,2021-11
4397,2021-11-09,92.0,57.0,6.0,14.0,8.0,Otoka,2021,11,Fall,2021-11
4398,2021-11-10,139.0,94.0,2.0,19.0,9.0,Otoka,2021,11,Fall,2021-11
4399,2021-11-11,198.0,77.0,1.0,16.0,5.0,Otoka,2021,11,Fall,2021-11
4400,2021-11-12,158.0,67.0,3.0,19.0,9.0,Otoka,2021,11,Fall,2021-11
4401,2021-11-13,169.0,76.0,4.0,17.0,8.0,Otoka,2021,11,Fall,2021-11
4402,2021-11-14,189.0,55.0,7.0,13.0,11.0,Otoka,2021,11,Fall,2021-11
4403,2021-11-15,131.0,53.0,6.0,13.0,15.0,Otoka,2021,11,Fall,2021-11
4404,2021-11-16,139.0,57.0,8.0,12.0,12.0,Otoka,2021,11,Fall,2021-11
4405,2021-11-17,145.0,57.0,2.0,14.0,24.0,Otoka,2021,11,Fall,2021-11
4406,2021-11-18,135.0,54.0,4.0,15.0,11.0,Otoka,2021,11,Fall,2021-11
4407,2021-11-19,131.0,77.0,11.0,22.0,16.0,Otoka,2021,11,Fall,2021-11
4408,2021-11-20,169.0,99.0,4.0,23.0,9.0,Otoka,2021,11,Fall,2021-11
4409,2021-11-21,187.0,146.0,1.0,24.0,15.0,Otoka,2021,11,Fall,2021-11
4410,2021-11-22,260.0,26.0,9.0,12.0,12.0,Otoka,2021,11,Fall,2021-11
4411,2021-11-23,79.0,19.0,15.0,13.0,5.0,Otoka,2021,11,Fall,2021-11
4412,2021-11-24,61.0,67.0,1.0,16.0,11.0,Otoka,2021,11,Fall,2021-11
4413,2021-11-25,156.0,20.0,31.0,18.0,5.0,Otoka,2021,11,Fall,2021-11
4414,2021-11-26,47.0,10.0,28.0,8.0,3.0,Otoka,2021,11,Fall,2021-11
4415,2021-11-27,32.0,7.0,30.0,8.0,4.0,Otoka,2021,11,Fall,2021-11
4416,2021-11-28,27.0,20.0,16.0,16.0,5.0,Otoka,2021,11,Fall,2021-11
4417,2021-11-29,72.0,28.0,16.0,16.0,17.0,Otoka,2021,11,Fall,2021-11
4418,2021-11-30,89.0,25.0,30.0,19.0,6.0,Otoka,2021,11,Fall,2021-11
4419,2021-12-01,82.0,15.0,35.0,10.0,3.0,Otoka,2021,12,Winter,2021-12
4420,2021-12-02,31.0,26.0,29.0,19.0,6.0,Otoka,2021,12,Winter,2021-12
4421,2021-12-03,84.0,57.0,10.0,16.0,14.0,Otoka,2021,12,Winter,2021-12
4422,2021-12-04,130.0,52.0,13.0,17.0,10.0,Otoka,2021,12,Winter,2021-12
4423,2021-12-05,122.0,25.0,7.0,17.0,15.0,Otoka,2021,12,Winter,2021-12
4424,2021-12-06,110.0,23.0,9.0,14.0,21.0,Otoka,2021,12,Winter,2021-12
4425,2021-12-07,75.0,59.0,14.0,24.0,19.0,Otoka,2021,12,Winter,2021-12
4426,2021-12-08,141.0,21.0,27.0,13.0,6.0,Otoka,2021,12,Winter,2021-12
4427,2021-12-09,63.0,50.0,13.0,25.0,10.0,Otoka,2021,12,Winter,2021-12
4428,2021-12-10,124.0,25.0,8.0,17.0,13.0,Otoka,2021,12,Winter,2021-12
4429,2021-12-11,65.0,12.0,16.0,12.0,23.0,Otoka,2021,12,Winter,2021-12
4430,2021-12-12,55.0,41.0,11.0,28.0,43.0,Otoka,2021,12,Winter,2021-12
4431,2021-12-13,99.0,54.0,10.0,28.0,20.0,Otoka,2021,12,Winter,2021-12
4432,2021-12-14,135.0,69.0,7.0,27.0,24.0,Otoka,2021,12,Winter,2021-12
4433,2021-12-15,175.0,47.0,6.0,20.0,14.0,Otoka,2021,12,Winter,2021-12
4434,2021-12-16,157.0,28.0,18.0,15.0,14.0,Otoka,2021,12,Winter,2021-12
4435,2021-12-17,97.0,25.0,18.0,15.0,12.0,Otoka,2021,12,Winter,2021-12
4436,2021-12-18,77.0,84.0,8.0,27.0,23.0,Otoka,2021,12,Winter,2021-12
4437,2021-12-19,178.0,75.0,3.0,28.0,29.0,Otoka,2021,12,Winter,2021-12
4438,2021-12-20,177.0,25.0,19.0,19.0,13.0,Otoka,2021,12,Winter,2021-12
4439,2021-12-21,79.0,56.0,5.0,24.0,20.0,Otoka,2021,12,Winter,2021-12
4440,2021-12-22,137.0,96.0,3.0,38.0,26.0,Otoka,2021,12,Winter,2021-12
4441,2021-12-23,184.0,50.0,26.0,25.0,11.0,Otoka,2021,12,Winter,2021-12
4442,2021-12-24,98.0,5.0,30.0,3.0,4.0,Otoka,2021,12,Winter,2021-12
4443,2021-12-25,22.0,26.0,27.0,17.0,5.0,Otoka,2021,12,Winter,2021-12
4444,2021-12-26,50.0,39.0,5.0,19.0,20.0,Otoka,2021,12,Winter,2021-12
4445,2021-12-27,106.0,68.0,1.0,23.0,14.0,Otoka,2021,12,Winter,2021-12
4446,2021-12-28,166.0,67.0,5.0,28.0,16.0,Otoka,2021,12,Winter,2021-12
4447,2021-12-29,160.0,55.0,7.0,24.0,13.0,Otoka,2021,12,Winter,2021-12
4448,2021-12-30,124.0,87.0,5.0,28.0,14.0,Otoka,2021,12,Winter,2021-12
4449,2021-12-31,156.0,93.0,1.0,21.0,9.0,Otoka,2021,12,Winter,2021-12
4450,2022-01-01,211.0,94.0,1.0,26.0,10.0,Otoka,2022,1,Winter,2022-01
4451,2022-01-02,237.0,99.0,1.0,39.0,15.0,Otoka,2022,1,Winter,2022-01
4452,2021-07-01,60.0,13.0,21.0,10.0,18.0,Otoka,2021,7,Summer,2021-07
4453,2021-07-02,49.0,11.0,22.0,10.0,17.0,Otoka,2021,7,Summer,2021-07
4454,2021-07-03,36.0,16.0,12.0,13.0,15.0,Otoka,2021,7,Summer,2021-07
4455,2021-07-04,49.0,15.0,17.0,13.0,14.0,Otoka,2021,7,Summer,2021-07
4456,2021-07-05,49.0,26.0,26.0,14.0,15.0,Otoka,2021,7,Summer,2021-07
4457,2021-07-06,71.0,27.0,21.0,16.0,21.0,Otoka,2021,7,Summer,2021-07
4458,2021-07-07,67.0,31.0,27.0,18.0,16.0,Otoka,2021,7,Summer,2021-07
4459,2021-07-08,65.0,30.0,21.0,23.0,16.0,Otoka,2021,7,Summer,2021-07
4460,2021-07-09,56.0,28.0,17.0,15.0,17.0,Otoka,2021,7,Summer,2021-07
4461,2021-07-10,103.0,28.0,17.0,15.0,17.0,Otoka,2021,7,Summer,2021-07
4462,2021-07-11,73.0,28.0,17.0,15.0,17.0,Otoka,2021,7,Summer,2021-07
4463,2021-07-12,59.0,28.0,17.0,15.0,17.0,Otoka,2021,7,Summer,2021-07
4464,2021-07-13,62.0,28.0,17.0,15.0,17.0,Otoka,2021,7,Summer,2021-07
4465,2021-07-14,61.0,28.0,17.0,15.0,17.0,Otoka,2021,7,Summer,2021-07
4466,2021-07-15,74.0,27.0,26.0,14.0,21.0,Otoka,2021,7,Summer,2021-07
4467,2021-07-16,69.0,16.0,17.0,9.0,17.0,Otoka,2021,7,Summer,2021-07
4468,2021-07-17,49.0,16.0,16.0,9.0,16.0,Otoka,2021,7,Summer,2021-07
4469,2021-07-18,44.0,11.0,18.0,12.0,21.0,Otoka,2021,7,Summer,2021-07
4470,2021-07-19,33.0,18.0,17.0,9.0,19.0,Otoka,2021,7,Summer,2021-07
4471,2021-07-20,48.0,18.0,21.0,12.0,17.0,Otoka,2021,7,Summer,2021-07
4472,2021-07-21,51.0,20.0,20.0,16.0,19.0,Otoka,2021,7,Summer,2021-07
4473,2021-07-22,55.0,25.0,26.0,16.0,20.0,Otoka,2021,7,Summer,2021-07
4474,2021-07-23,73.0,29.0,30.0,13.0,19.0,Otoka,2021,7,Summer,2021-07
4475,2021-07-24,85.0,25.0,28.0,14.0,17.0,Otoka,2021,7,Summer,2021-07
4476,2021-07-25,67.0,34.0,22.0,20.0,17.0,Otoka,2021,7,Summer,2021-07
