,date,pm25,pm10,o3,no2,so2,station,year,month,season,year_month
0,2025-11-01,65.0,22.0,40.0,9.0,2.0,Bjelave,2025,11,Fall,2025-11
1,2025-11-02,58.0,12.0,40.0,10.0,1.0,Bjelave,2025,11,Fall,2025-11
2,2025-11-03,32.0,21.0,24.0,10.0,5.0,Bjelave,2025,11,Fall,2025-11
3,2025-11-04,60.0,33.0,17.0,14.0,3.0,Bjelave,2025,11,Fall,2025-11
4,2025-11-05,79.0,47.0,14.0,17.0,4.0,Bjelave,2025,11,Fall,2025-11
5,2025-11-06,113.0,59.0,11.0,21.0,5.0,Bjelave,2025,11,Fall,2025-11
6,2025-11-07,136.0,48.0,7.0,16.0,27.0,Bjelave,2025,11,Fall,2025-11
7,2025-11-08,125.0,63.0,8.0,19.0,17.0,Bjelave,2025,11,Fall,2025-11
8,2025-11-09,151.0,39.0,29.0,15.0,12.0,Bjelave,2025,11,Fall,2025-11
9,2025-11-10,100.0,31.0,15.0,15.0,13.0,Bjelave,2025,11,Fall,2025-11
10,2025-11-11,84.0,27.0,18.0,11.0,4.0,Bjelave,2025,11,Fall,2025-11
11,2025-11-12,70.0,41.0,11.0,18.0,4.0,Bjelave,2025,11,Fall,2025-11
12,2025-11-13,100.0,40.0,14.0,17.0,4.0,Bjelave,2025,11,Fall,2025-11
13,2025-11-14,96.0,43.0,19.0,18.0,6.0,Bjelave,2025,11,Fall,2025-11
14,2025-11-15,103.0,36.0,40.0,13.0,6.0,Bjelave,2025,11,Fall,2025-11
15,2025-11-16,74.0,30.0,41.0,9.0,4.0,Bjelave,2025,11,Fall,2025-11
16,2025-11-17,54.0,18.0,27.0,16.0,5.0,Bjelave,2025,11,Fall,2025-11
17,2025-11-18,54.0,42.0,15.0,20.0,6.0,Bjelave,2025,11,Fall,2025-11
18,2025-11-19,110.0,21.0,31.0,9.0,10.0,Bjelave,2025,11,Fall,2025-11
19,2025-10-01,48.0,13.0,21.0,8.0,15.0,Bjelave,2025,10,Fall,2025-10
20,2025-10-02,47.0,11.0,24.0,10.0,14.0,Bjelave,2025,10,Fall,2025-10
21,2025-10-03,33.0,23.0,38.0,12.0,24.0,Bjelave,2025,10,Fall,2025-10
22,2025-10-04,62.0,14.0,34.0,7.0,23.0,Bjelave,2025,10,Fall,2025-10
23,2025-10-05,41.0,9.0,22.0,12.0,30.0,Bjelave,2025,10,Fall,2025-10
24,2025-10-06,31.0,11.0,18.0,13.0,26.0,Bjelave,2025,10,Fall,2025-10
25,2025-10-07,39.0,21.0,19.0,12.0,19.0,Bjelave,2025,10,Fall,2025-10
26,2025-10-08,56.0,28.0,25.0,11.0,25.0,Bjelave,2025,10,Fall,2025-10
27,2025-10-09,73.0,29.0,15.0,13.0,27.0,Bjelave,2025,10,Fall,2025-10
28,2025-10-10,77.0,28.0,18.0,14.0,34.0,Bjelave,2025,10,Fall,2025-10
29,2025-10-11,77.0,31.0,25.0,11.0,32.0,Bjelave,2025,10,Fall,2025-10
30,2025-10-12,81.0,37.0,12.0,12.0,31.0,Bjelave,2025,10,Fall,2025-10
31,2025-10-13,94.0,29.0,24.0,10.0,23.0,Bjelave,2025,10,Fall,2025-10
32,2025-10-14,76.0,26.0,25.0,8.0,27.0,Bjelave,2025,10,Fall,2025-10
33,2025-10-15,68.0,35.0,20.0,14.0,21.0,Bjelave,2025,10,Fall,2025-10
34,2025-10-16,81.0,55.0,10.0,20.0,51.0,Bjelave,2025,10,Fall,2025-10
35,2025-10-17,131.0,53.0,17.0,18.0,47.0,Bjelave,2025,10,Fall,2025-10
36,2025-10-18,139.0,24.0,32.0,7.0,21.0,Bjelave,2025,10,Fall,2025-10
37,2025-10-19,66.0,37.0,18.0,16.0,18.0,Bjelave,2025,10,Fall,2025-10
38,2025-10-20,88.0,19.0,47.0,10.0,10.0,Bjelave,2025,10,Fall,2025-10
39,2025-10-21,50.0,29.0,30.0,17.0,3.0,Bjelave,2025,10,Fall,2025-10
40,2025-10-22,69.0,12.0,39.0,8.0,2.0,Bjelave,2025,10,Fall,2025-10
41,2025-10-23,35.0,10.0,35.0,12.0,8.0,Bjelave,2025,10,Fall,2025-10
42,2025-10-24,22.0,11.0,42.0,7.0,2.0,Bjelave,2025,10,Fall,2025-10
43,2025-10-25,27.0,16.0,33.0,15.0,3.0,Bjelave,2025,10,Fall,2025-10
44,2025-10-26,42.0,8.0,39.0,6.0,7.0,Bjelave,2025,10,Fall,2025-10
45,2025-10-27,22.0,12.0,32.0,7.0,4.0,Bjelave,2025,10,Fall,2025-10
46,2025-10-28,34.0,19.0,40.0,16.0,2.0,Bjelave,2025,10,Fall,2025-10
47,2025-10-29,49.0,8.0,42.0,7.0,3.0,Bjelave,2025,10,Fall,2025-10
48,2025-10-30,21.0,21.0,27.0,10.0,2.0,Bjelave,2025,10,Fall,2025-10
49,2025-10-31,51.0,25.0,20.0,11.0,1.0,Bjelave,2025,10,Fall,2025-10
50,2025-07-01,56.0,17.0,63.0,5.0,8.0,Bjelave,2025,7,Summer,2025-07
51,2025-07-02,33.0,18.0,60.0,8.0,7.0,Bjelave,2025,7,Summer,2025-07
52,2025-07-03,37.0,29.0,100.0,8.0,30.0,Bjelave,2025,7,Summer,2025-07
53,2025-07-04,60.0,30.0,70.0,5.0,12.0,Bjelave,2025,7,Summer,2025-07
54,2025-07-05,69.0,26.0,67.0,2.0,5.0,Bjelave,2025,7,Summer,2025-07
55,2025-07-06,71.0,21.0,54.0,8.0,7.0,Bjelave,2025,7,Summer,2025-07
56,2025-07-07,52.0,15.0,45.0,7.0,4.0,Bjelave,2025,7,Summer,2025-07
57,2025-07-08,39.0,7.0,26.0,8.0,11.0,Bjelave,2025,7,Summer,2025-07
58,2025-07-09,18.0,13.0,27.0,9.0,17.0,Bjelave,2025,7,Summer,2025-07
59,2025-07-10,32.0,10.0,38.0,4.0,7.0,Bjelave,2025,7,Summer,2025-07
60,2025-07-11,26.0,12.0,46.0,8.0,5.0,Bjelave,2025,7,Summer,2025-07
61,2025-07-12,34.0,12.0,55.0,8.0,5.0,Bjelave,2025,7,Summer,2025-07
62,2025-07-13,34.0,19.0,52.0,10.0,6.0,Bjelave,2025,7,Summer,2025-07
63,2025-07-14,50.0,20.0,55.0,5.0,10.0,Bjelave,2025,7,Summer,2025-07
64,2025-07-15,57.0,16.0,53.0,3.0,12.0,Bjelave,2025,7,Summer,2025-07
65,2025-07-16,51.0,15.0,33.0,6.0,23.0,Bjelave,2025,7,Summer,2025-07
66,2025-07-17,44.0,10.0,45.0,5.0,18.0,Bjelave,2025,7,Summer,2025-07
67,2025-07-18,28.0,10.0,49.0,6.0,4.0,Bjelave,2025,7,Summer,2025-07
68,2025-07-19,28.0,12.0,49.0,7.0,3.0,Bjelave,2025,7,Summer,2025-07
69,2025-07-20,35.0,16.0,52.0,8.0,4.0,Bjelave,2025,7,Summer,2025-07
70,2025-07-21,42.0,19.0,63.0,7.0,13.0,Bjelave,2025,7,Summer,2025-07
71,2025-07-22,46.0,15.0,52.0,5.0,10.0,Bjelave,2025,7,Summer,2025-07
72,2025-07-23,40.0,15.0,54.0,8.0,6.0,Bjelave,2025,7,Summer,2025-07
73,2025-07-24,35.0,25.0,52.0,10.0,4.0,Bjelave,2025,7,Summer,2025-07
74,2025-07-25,46.0,37.0,49.0,7.0,4.0,Bjelave,2025,7,Summer,2025-07
75,2025-07-26,57.0,15.0,54.0,5.0,8.0,Bjelave,2025,7,Summer,2025-07
76,2025-07-27,31.0,11.0,41.0,6.0,6.0,Bjelave,2025,7,Summer,2025-07
77,2025-07-28,31.0,11.0,20.0,10.0,24.0,Bjelave,2025,7,Summer,2025-07
78,2025-07-29,34.0,14.0,35.0,5.0,15.0,Bjelave,2025,7,Summer,2025-07
79,2025-07-30,44.0,16.0,47.0,3.0,10.0,Bjelave,2025,7,Summer,2025-07
80,2025-07-31,41.0,14.0,51.0,6.0,7.0,Bjelave,2025,7,Summer,2025-07
81,2025-08-01,38.0,16.0,54.0,7.0,8.0,Bjelave,2025,8,Summer,2025-08
82,2025-08-02,46.0,16.0,48.0,6.0,32.0,Bjelave,2025,8,Summer,2025-08
83,2025-08-03,49.0,10.0,39.0,4.0,12.0,Bjelave,2025,8,Summer,2025-08
84,2025-08-04,28.0,14.0,41.0,4.0,16.0,Bjelave,2025,8,Summer,2025-08
85,2025-08-05,42.0,19.0,46.0,3.0,13.0,Bjelave,2025,8,Summer,2025-08
86,2025-08-06,55.0,15.0,45.0,4.0,12.0,Bjelave,2025,8,Summer,2025-08
87,2025-08-07,32.0,22.0,59.0,6.0,16.0,Bjelave,2025,8,Summer,2025-08
88,2025-08-08,58.0,24.0,66.0,6.0,16.0,Bjelave,2025,8,Summer,2025-08
89,2025-08-09,62.0,18.0,66.0,3.0,8.0,Bjelave,2025,8,Summer,2025-08
90,2025-08-10,51.0,24.0,64.0,6.0,18.0,Bjelave,2025,8,Summer,2025-08
91,2025-08-11,60.0,24.0,59.0,6.0,11.0,Bjelave,2025,8,Summer,2025-08
92,2025-08-12,50.0,26.0,71.0,7.0,12.0,Bjelave,2025,8,Summer,2025-08
93,2025-08-13,57.0,29.0,65.0,6.0,13.0,Bjelave,2025,8,Summer,2025-08
94,2025-08-14,65.0,21.0,55.0,4.0,10.0,Bjelave,2025,8,Summer,2025-08
95,2025-08-15,45.0,18.0,52.0,6.0,9.0,Bjelave,2025,8,Summer,2025-08
96,2025-08-16,43.0,16.0,53.0,5.0,13.0,Bjelave,2025,8,Summer,2025-08
97,2025-08-17,47.0,17.0,44.0,6.0,37.0,Bjelave,2025,8,Summer,2025-08
98,2025-08-18,48.0,17.0,51.0,5.0,18.0,Bjelave,2025,8,Summer,2025-08
99,2025-08-19,45.0,17.0,47.0,8.0,10.0,Bjelave,2025,8,Summer,2025-08
100,2025-08-20,42.0,23.0,55.0,5.0,12.0,Bjelave,2025,8,Summer,2025-08
101,2025-08-21,56.0,16.0,40.0,9.0,10.0,Bjelave,2025,8,Summer,2025-08
102,2025-08-22,42.0,16.0,45.0,4.0,11.0,Bjelave,2025,8,Summer,2025-08
103,2025-08-23,40.0,13.0,34.0,6.0,8.0,Bjelave,2025,8,Summer,2025-08
104,2025-08-24,37.0,12.0,41.0,5.0,9.0,Bjelave,2025,8,Summer,2025-08
105,2025-08-25,32.0,12.0,45.0,6.0,6.0,Bjelave,2025,8,Summer,2025-08
106,2025-08-26,29.0,14.0,46.0,8.0,7.0,Bjelave,2025,8,Summer,2025-08
107,2025-08-27,35.0,18.0,50.0,11.0,8.0,Bjelave,2025,8,Summer,2025-08
108,2025-08-28,44.0,21.0,54.0,6.0,11.0,Bjelave,2025,8,Summer,2025-08
109,2025-08-29,43.0,11.0,36.0,7.0,9.0,Bjelave,2025,8,Summer,2025-08
110,2025-08-30,24.0,8.0,33.0,5.0,10.0,Bjelave,2025,8,Summer,2025-08
111,2025-08-31,19.0,11.0,39.0,5.0,8.0,Bjelave,2025,8,Summer,2025-08
112,2025-09-01,21.0,12.0,39.0,7.0,9.0,Bjelave,2025,9,Fall,2025-09
113,2025-09-02,24.0,16.0,33.0,10.0,9.0,Bjelave,2025,9,Fall,2025-09
114,2025-09-03,41.0,14.0,39.0,3.0,7.0,Bjelave,2025,9,Fall,2025-09
115,2025-09-04,38.0,23.0,46.0,6.0,8.0,Bjelave,2025,9,Fall,2025-09
116,2025-09-05,56.0,23.0,43.0,4.0,7.0,Bjelave,2025,9,Fall,2025-09
117,2025-09-06,61.0,25.0,45.0,4.0,11.0,Bjelave,2025,9,Fall,2025-09
118,2025-09-07,66.0,21.0,48.0,7.0,10.0,Bjelave,2025,9,Fall,2025-09
119,2025-09-08,55.0,23.0,47.0,7.0,8.0,Bjelave,2025,9,Fall,2025-09
120,2025-09-09,55.0,20.0,40.0,3.0,9.0,Bjelave,2025,9,Fall,2025-09
121,2025-09-10,47.0,11.0,33.0,8.0,6.0,Bjelave,2025,9,Fall,2025-09
122,2025-09-11,21.0,13.0,26.0,6.0,7.0,Bjelave,2025,9,Fall,2025-09
123,2025-09-12,28.0,21.0,37.0,8.0,7.0,Bjelave,2025,9,Fall,2025-09
124,2025-09-13,49.0,15.0,32.0,4.0,8.0,Bjelave,2025,9,Fall,2025-09
125,2025-09-14,39.0,13.0,38.0,6.0,7.0,Bjelave,2025,9,Fall,2025-09
126,2025-09-15,29.0,14.0,36.0,7.0,11.0,Bjelave,2025,9,Fall,2025-09
127,2025-09-16,31.0,10.0,39.0,3.0,18.0,Bjelave,2025,9,Fall,2025-09
128,2025-09-17,21.0,12.0,38.0,4.0,14.0,Bjelave,2025,9,Fall,2025-09
129,2025-09-18,24.0,14.0,31.0,6.0,13.0,Bjelave,2025,9,Fall,2025-09
130,2025-09-19,30.0,10.0,33.0,4.0,10.0,Bjelave,2025,9,Fall,2025-09
131,2025-09-20,23.0,11.0,37.0,5.0,11.0,Bjelave,2025,9,Fall,2025-09
132,2025-09-21,27.0,13.0,38.0,8.0,12.0,Bjelave,2025,9,Fall,2025-09
133,2025-09-22,25.0,22.0,37.0,9.0,11.0,Bjelave,2025,9,Fall,2025-09
134,2025-09-23,37.0,24.0,33.0,9.0,17.0,Bjelave,2025,9,Fall,2025-09
135,2025-09-24,44.0,14.0,31.0,8.0,13.0,Bjelave,2025,9,Fall,2025-09
136,2025-09-25,36.0,18.0,38.0,4.0,13.0,Bjelave,2025,9,Fall,2025-09
137,2025-09-26,49.0,21.0,27.0,5.0,11.0,Bjelave,2025,9,Fall,2025-09
138,2025-09-27,53.0,17.0,17.0,6.0,12.0,Bjelave,2025,9,Fall,2025-09
139,2025-09-28,50.0,18.0,34.0,7.0,19.0,Bjelave,2025,9,Fall,2025-09
140,2025-09-29,51.0,18.0,29.0,7.0,15.0,Bjelave,2025,9,Fall,2025-09
141,2025-09-30,48.0,15.0,26.0,6.0,14.0,Bjelave,2025,9,Fall,2025-09
142,2025-04-01,57.0,27.0,24.0,19.0,21.0,Bjelave,2025,4,Spring,2025-04
143,2025-04-02,73.0,30.0,29.0,17.0,20.0,Bjelave,2025,4,Spring,2025-04
144,2025-04-03,81.0,32.0,32.0,16.0,24.0,Bjelave,2025,4,Spring,2025-04
145,2025-04-04,87.0,22.0,42.0,9.0,31.0,Bjelave,2025,4,Spring,2025-04
146,2025-04-05,61.0,12.0,43.0,4.0,17.0,Bjelave,2025,4,Spring,2025-04
147,2025-04-06,34.0,13.0,42.0,6.0,15.0,Bjelave,2025,4,Spring,2025-04
148,2025-04-07,40.0,17.0,47.0,8.0,17.0,Bjelave,2025,4,Spring,2025-04
149,2025-04-08,53.0,23.0,45.0,12.0,26.0,Bjelave,2025,4,Spring,2025-04
150,2025-04-09,63.0,20.0,43.0,10.0,18.0,Bjelave,2025,4,Spring,2025-04
151,2025-04-10,58.0,18.0,48.0,14.0,17.0,Bjelave,2025,4,Spring,2025-04
152,2025-04-11,45.0,16.0,45.0,7.0,17.0,Bjelave,2025,4,Spring,2025-04
153,2025-04-12,40.0,13.0,52.0,4.0,14.0,Bjelave,2025,4,Spring,2025-04
154,2025-04-13,40.0,20.0,51.0,5.0,17.0,Bjelave,2025,4,Spring,2025-04
155,2025-04-14,43.0,15.0,59.0,5.0,16.0,Bjelave,2025,4,Spring,2025-04
156,2025-04-15,29.0,22.0,48.0,9.0,16.0,Bjelave,2025,4,Spring,2025-04
157,2025-04-16,33.0,16.0,52.0,3.0,15.0,Bjelave,2025,4,Spring,2025-04
158,2025-04-17,28.0,6.0,60.0,4.0,13.0,Bjelave,2025,4,Spring,2025-04
159,2025-04-18,12.0,10.0,48.0,8.0,14.0,Bjelave,2025,4,Spring,2025-04
160,2025-04-19,24.0,13.0,47.0,6.0,14.0,Bjelave,2025,4,Spring,2025-04
161,2025-04-20,28.0,33.0,48.0,8.0,22.0,Bjelave,2025,4,Spring,2025-04
162,2025-04-21,55.0,23.0,38.0,7.0,15.0,Bjelave,2025,4,Spring,2025-04
163,2025-04-22,51.0,28.0,30.0,11.0,15.0,Bjelave,2025,4,Spring,2025-04
164,2025-04-23,62.0,18.0,39.0,10.0,15.0,Bjelave,2025,4,Spring,2025-04
165,2025-04-24,46.0,15.0,29.0,14.0,29.0,Bjelave,2025,4,Spring,2025-04
166,2025-04-25,43.0,15.0,16.0,12.0,23.0,Bjelave,2025,4,Spring,2025-04
167,2025-04-26,42.0,21.0,36.0,7.0,18.0,Bjelave,2025,4,Spring,2025-04
168,2025-04-27,64.0,23.0,44.0,9.0,17.0,Bjelave,2025,4,Spring,2025-04
169,2025-04-28,59.0,14.0,53.0,4.0,15.0,Bjelave,2025,4,Spring,2025-04
170,2025-04-29,34.0,17.0,58.0,7.0,20.0,Bjelave,2025,4,Spring,2025-04
171,2025-04-30,45.0,17.0,70.0,2.0,17.0,Bjelave,2025,4,Spring,2025-04
172,2025-05-01,47.0,14.0,65.0,4.0,17.0,Bjelave,2025,5,Spring,2025-05
173,2025-05-02,45.0,12.0,54.0,4.0,16.0,Bjelave,2025,5,Spring,2025-05
174,2025-05-03,36.0,14.0,56.0,5.0,17.0,Bjelave,2025,5,Spring,2025-05
175,2025-05-04,44.0,16.0,53.0,7.0,19.0,Bjelave,2025,5,Spring,2025-05
176,2025-05-05,39.0,12.0,40.0,7.0,17.0,Bjelave,2025,5,Spring,2025-05
177,2025-05-06,29.0,11.0,39.0,7.0,30.0,Bjelave,2025,5,Spring,2025-05
178,2025-05-07,30.0,10.0,43.0,8.0,20.0,Bjelave,2025,5,Spring,2025-05
179,2025-05-08,28.0,9.0,40.0,3.0,19.0,Bjelave,2025,5,Spring,2025-05
180,2025-05-09,24.0,12.0,44.0,2.0,18.0,Bjelave,2025,5,Spring,2025-05
181,2025-05-10,35.0,14.0,52.0,4.0,22.0,Bjelave,2025,5,Spring,2025-05
182,2025-05-11,44.0,13.0,47.0,4.0,20.0,Bjelave,2025,5,Spring,2025-05
183,2025-05-12,41.0,10.0,53.0,1.0,20.0,Bjelave,2025,5,Spring,2025-05
184,2025-05-13,35.0,13.0,54.0,7.0,20.0,Bjelave,2025,5,Spring,2025-05
185,2025-05-14,34.0,13.0,54.0,5.0,19.0,Bjelave,2025,5,Spring,2025-05
186,2025-05-15,36.0,9.0,45.0,5.0,20.0,Bjelave,2025,5,Spring,2025-05
187,2025-05-16,21.0,10.0,44.0,6.0,34.0,Bjelave,2025,5,Spring,2025-05
188,2025-05-17,28.0,9.0,48.0,5.0,19.0,Bjelave,2025,5,Spring,2025-05
189,2025-05-18,25.0,11.0,49.0,10.0,20.0,Bjelave,2025,5,Spring,2025-05
190,2025-05-19,27.0,12.0,47.0,8.0,19.0,Bjelave,2025,5,Spring,2025-05
191,2025-05-20,30.0,15.0,42.0,12.0,20.0,Bjelave,2025,5,Spring,2025-05
192,2025-05-21,43.0,11.0,47.0,6.0,19.0,Bjelave,2025,5,Spring,2025-05
193,2025-05-22,24.0,10.0,48.0,8.0,19.0,Bjelave,2025,5,Spring,2025-05
194,2025-05-23,26.0,9.0,43.0,4.0,36.0,Bjelave,2025,5,Spring,2025-05
195,2025-05-24,24.0,9.0,47.0,3.0,20.0,Bjelave,2025,5,Spring,2025-05
196,2025-05-25,25.0,12.0,40.0,9.0,34.0,Bjelave,2025,5,Spring,2025-05
197,2025-05-26,31.0,10.0,43.0,6.0,20.0,Bjelave,2025,5,Spring,2025-05
198,2025-05-27,28.0,13.0,45.0,8.0,15.0,Bjelave,2025,5,Spring,2025-05
199,2025-05-28,32.0,11.0,36.0,10.0,5.0,Bjelave,2025,5,Spring,2025-05
200,2025-05-29,33.0,13.0,45.0,6.0,4.0,Bjelave,2025,5,Spring,2025-05
201,2025-05-30,35.0,10.0,44.0,4.0,2.0,Bjelave,2025,5,Spring,2025-05
202,2025-05-31,29.0,11.0,45.0,5.0,1.0,Bjelave,2025,5,Spring,2025-05
203,2025-06-01,30.0,13.0,45.0,6.0,9.0,Bjelave,2025,6,Summer,2025-06
204,2025-06-02,34.0,14.0,44.0,8.0,9.0,Bjelave,2025,6,Summer,2025-06
205,2025-06-03,36.0,16.0,47.0,8.0,2.0,Bjelave,2025,6,Summer,2025-06
206,2025-06-04,37.0,16.0,55.0,9.0,1.0,Bjelave,2025,6,Summer,2025-06
207,2025-06-05,35.0,16.0,57.0,7.0,1.0,Bjelave,2025,6,Summer,2025-06
208,2025-06-06,37.0,21.0,53.0,6.0,1.0,Bjelave,2025,6,Summer,2025-06
209,2025-06-07,49.0,26.0,48.0,5.0,1.0,Bjelave,2025,6,Summer,2025-06
210,2025-06-08,54.0,19.0,46.0,1.0,3.0,Bjelave,2025,6,Summer,2025-06
211,2025-06-09,51.0,28.0,64.0,3.0,5.0,Bjelave,2025,6,Summer,2025-06
212,2025-06-10,66.0,29.0,77.0,5.0,15.0,Bjelave,2025,6,Summer,2025-06
213,2025-06-11,72.0,31.0,70.0,6.0,7.0,Bjelave,2025,6,Summer,2025-06
214,2025-06-12,75.0,24.0,76.0,5.0,12.0,Bjelave,2025,6,Summer,2025-06
215,2025-06-13,61.0,22.0,76.0,6.0,18.0,Bjelave,2025,6,Summer,2025-06
216,2025-06-14,54.0,21.0,74.0,5.0,18.0,Bjelave,2025,6,Summer,2025-06
217,2025-06-15,54.0,24.0,78.0,6.0,17.0,Bjelave,2025,6,Summer,2025-06
218,2025-06-16,59.0,23.0,41.0,4.0,16.0,Bjelave,2025,6,Summer,2025-06
219,2025-06-17,58.0,30.0,45.0,6.0,5.0,Bjelave,2025,6,Summer,2025-06
220,2025-06-18,74.0,36.0,61.0,5.0,15.0,Bjelave,2025,6,Summer,2025-06
221,2025-06-19,88.0,25.0,51.0,4.0,6.0,Bjelave,2025,6,Summer,2025-06
222,2025-06-20,65.0,14.0,60.0,2.0,4.0,Bjelave,2025,6,Summer,2025-06
223,2025-06-21,32.0,15.0,69.0,4.0,17.0,Bjelave,2025,6,Summer,2025-06
224,2025-06-22,34.0,21.0,55.0,9.0,7.0,Bjelave,2025,6,Summer,2025-06
225,2025-06-23,43.0,24.0,75.0,9.0,6.0,Bjelave,2025,6,Summer,2025-06
226,2025-06-24,54.0,24.0,62.0,9.0,4.0,Bjelave,2025,6,Summer,2025-06
227,2025-06-25,57.0,30.0,65.0,6.0,6.0,Bjelave,2025,6,Summer,2025-06
228,2025-06-26,70.0,27.0,46.0,6.0,8.0,Bjelave,2025,6,Summer,2025-06
229,2025-06-27,63.0,12.0,43.0,4.0,5.0,Bjelave,2025,6,Summer,2025-06
230,2025-06-28,27.0,11.0,45.0,4.0,9.0,Bjelave,2025,6,Summer,2025-06
231,2025-06-29,27.0,16.0,53.0,6.0,17.0,Bjelave,2025,6,Summer,2025-06
232,2025-06-30,42.0,25.0,59.0,6.0,17.0,Bjelave,2025,6,Summer,2025-06
233,2025-01-01,268.0,117.0,33.0,49.0,25.0,Bjelave,2025,1,Winter,2025-01
234,2025-01-02,223.0,13.0,35.0,14.0,11.0,Bjelave,2025,1,Winter,2025-01
235,2025-01-03,46.0,49.0,28.0,21.0,13.0,Bjelave,2025,1,Winter,2025-01
236,2025-01-04,117.0,65.0,26.0,29.0,16.0,Bjelave,2025,1,Winter,2025-01
237,2025-01-05,141.0,10.0,38.0,9.0,13.0,Bjelave,2025,1,Winter,2025-01
238,2025-01-06,34.0,7.0,40.0,5.0,8.0,Bjelave,2025,1,Winter,2025-01
239,2025-01-07,15.0,15.0,41.0,7.0,7.0,Bjelave,2025,1,Winter,2025-01
240,2025-01-08,35.0,11.0,42.0,7.0,7.0,Bjelave,2025,1,Winter,2025-01
241,2025-01-09,26.0,6.0,35.0,7.0,6.0,Bjelave,2025,1,Winter,2025-01
242,2025-01-10,23.0,32.0,25.0,13.0,21.0,Bjelave,2025,1,Winter,2025-01
243,2025-01-11,95.0,14.0,28.0,4.0,9.0,Bjelave,2025,1,Winter,2025-01
244,2025-01-12,53.0,10.0,26.0,2.0,6.0,Bjelave,2025,1,Winter,2025-01
245,2025-01-13,40.0,12.0,30.0,1.0,7.0,Bjelave,2025,1,Winter,2025-01
246,2025-01-14,44.0,50.0,20.0,14.0,28.0,Bjelave,2025,1,Winter,2025-01
247,2025-01-15,119.0,60.0,10.0,20.0,46.0,Bjelave,2025,1,Winter,2025-01
248,2025-01-16,138.0,71.0,10.0,20.0,41.0,Bjelave,2025,1,Winter,2025-01
249,2025-01-18,174.0,109.0,9.0,24.0,35.0,Bjelave,2025,1,Winter,2025-01
250,2025-01-19,212.0,158.0,7.0,38.0,44.0,Bjelave,2025,1,Winter,2025-01
251,2025-01-20,293.0,178.0,3.0,46.0,38.0,Bjelave,2025,1,Winter,2025-01
252,2025-01-21,335.0,135.0,9.0,35.0,30.0,Bjelave,2025,1,Winter,2025-01
253,2025-01-22,268.0,19.0,33.0,15.0,13.0,Bjelave,2025,1,Winter,2025-01
254,2025-01-23,53.0,35.0,23.0,17.0,14.0,Bjelave,2025,1,Winter,2025-01
255,2025-01-24,81.0,41.0,20.0,17.0,11.0,Bjelave,2025,1,Winter,2025-01
256,2025-01-25,104.0,28.0,36.0,13.0,9.0,Bjelave,2025,1,Winter,2025-01
257,2025-01-26,68.0,15.0,41.0,9.0,7.0,Bjelave,2025,1,Winter,2025-01
258,2025-01-27,40.0,9.0,40.0,4.0,8.0,Bjelave,2025,1,Winter,2025-01
259,2025-01-28,18.0,27.0,38.0,13.0,11.0,Bjelave,2025,1,Winter,2025-01
260,2025-01-29,59.0,47.0,16.0,21.0,15.0,Bjelave,2025,1,Winter,2025-01
261,2025-01-30,108.0,33.0,29.0,13.0,12.0,Bjelave,2025,1,Winter,2025-01
262,2025-01-31,73.0,34.0,23.0,11.0,14.0,Bjelave,2025,1,Winter,2025-01
263,2025-02-01,85.0,78.0,12.0,23.0,16.0,Bjelave,2025,2,Winter,2025-02
264,2025-02-02,157.0,46.0,35.0,14.0,22.0,Bjelave,2025,2,Winter,2025-02
265,2025-02-03,120.0,17.0,37.0,3.0,16.0,Bjelave,2025,2,Winter,2025-02
266,2025-02-04,58.0,46.0,24.0,18.0,39.0,Bjelave,2025,2,Winter,2025-02
267,2025-02-05,104.0,55.0,31.0,19.0,38.0,Bjelave,2025,2,Winter,2025-02
268,2025-02-06,135.0,69.0,21.0,25.0,22.0,Bjelave,2025,2,Winter,2025-02
269,2025-02-07,158.0,81.0,22.0,26.0,25.0,Bjelave,2025,2,Winter,2025-02
270,2025-02-08,169.0,54.0,31.0,15.0,36.0,Bjelave,2025,2,Winter,2025-02
271,2025-02-09,132.0,76.0,23.0,27.0,37.0,Bjelave,2025,2,Winter,2025-02
272,2025-02-10,160.0,92.0,9.0,30.0,57.0,Bjelave,2025,2,Winter,2025-02
273,2025-02-11,187.0,58.0,23.0,19.0,23.0,Bjelave,2025,2,Winter,2025-02
274,2025-02-12,139.0,29.0,35.0,14.0,14.0,Bjelave,2025,2,Winter,2025-02
275,2025-02-13,77.0,16.0,37.0,11.0,12.0,Bjelave,2025,2,Winter,2025-02
276,2025-02-14,47.0,26.0,14.0,13.0,16.0,Bjelave,2025,2,Winter,2025-02
277,2025-02-15,77.0,45.0,10.0,14.0,33.0,Bjelave,2025,2,Winter,2025-02
278,2025-02-16,124.0,37.0,22.0,15.0,24.0,Bjelave,2025,2,Winter,2025-02
279,2025-02-17,101.0,39.0,36.0,13.0,30.0,Bjelave,2025,2,Winter,2025-02
280,2025-02-18,104.0,22.0,44.0,3.0,15.0,Bjelave,2025,2,Winter,2025-02
281,2025-02-19,69.0,41.0,35.0,16.0,22.0,Bjelave,2025,2,Winter,2025-02
282,2025-02-20,103.0,48.0,31.0,17.0,29.0,Bjelave,2025,2,Winter,2025-02
283,2025-02-21,121.0,45.0,35.0,17.0,23.0,Bjelave,2025,2,Winter,2025-02
284,2025-02-22,109.0,69.0,15.0,25.0,23.0,Bjelave,2025,2,Winter,2025-02
